Expected_ModelPred,Expected_PredValue,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,TC
[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Black,Female,4386,1816,50,Cuba,PerturbTC18
[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Asian-Pac-Islander,Male,4386,1816,50,Cuba,PerturbTC18
[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Asian-Pac-Islander,Female,4386,1816,50,Cuba,PerturbTC18
[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Amer-Indian-Eskimo,Male,4386,1816,50,Cuba,PerturbTC18
[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Amer-Indian-Eskimo,Female,4386,1816,50,Cuba,PerturbTC18
[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Other,Male,4386,1816,50,Cuba,PerturbTC18
[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Other,Female,4386,1816,50,Cuba,OrigionalTC18
[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,White,Male,4386,1816,50,Cuba,PerturbTC18
[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,White,Female,4386,1816,50,Cuba,PerturbTC18
[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Black,Male,12099,1828,65,Cuba,PerturbTC19
[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Black,Female,12099,1828,65,Cuba,PerturbTC19
[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Male,12099,1828,65,Cuba,PerturbTC19
[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Female,12099,1828,65,Cuba,PerturbTC19
[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,12099,1828,65,Cuba,OrigionalTC19
[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,12099,1828,65,Cuba,PerturbTC19
[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Other,Male,12099,1828,65,Cuba,PerturbTC19
[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Other,Female,12099,1828,65,Cuba,PerturbTC19
[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,White,Male,12099,1828,65,Cuba,PerturbTC19
[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,White,Female,12099,1828,65,Cuba,PerturbTC19
[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Black,Male,3103,1894,31,Cuba,OrigionalTC20
[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Black,Female,3103,1894,31,Cuba,PerturbTC20
[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Asian-Pac-Islander,Male,3103,1894,31,Cuba,PerturbTC20
[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Asian-Pac-Islander,Female,3103,1894,31,Cuba,PerturbTC20
[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,3103,1894,31,Cuba,PerturbTC20
[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,3103,1894,31,Cuba,PerturbTC20
[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Other,Male,3103,1894,31,Cuba,PerturbTC20
[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Other,Female,3103,1894,31,Cuba,PerturbTC20
[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,White,Male,3103,1894,31,Cuba,PerturbTC20
[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,White,Female,3103,1894,31,Cuba,PerturbTC20
[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Black,Male,12099,2008,32,Cuba,PerturbTC21
[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Black,Female,12099,2008,32,Cuba,PerturbTC21
[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,12099,2008,32,Cuba,PerturbTC21
[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,12099,2008,32,Cuba,OrigionalTC21
[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,12099,2008,32,Cuba,PerturbTC21
[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,12099,2008,32,Cuba,PerturbTC21
[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Other,Male,12099,2008,32,Cuba,PerturbTC21
[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Other,Female,12099,2008,32,Cuba,PerturbTC21
[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,White,Male,12099,2008,32,Cuba,PerturbTC21
[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,White,Female,12099,2008,32,Cuba,PerturbTC21
[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Black,Male,4386,2507,40,Cuba,OrigionalTC22
[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Black,Female,4386,2507,40,Cuba,PerturbTC22
[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Asian-Pac-Islander,Male,4386,2507,40,Cuba,PerturbTC22
[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Asian-Pac-Islander,Female,4386,2507,40,Cuba,PerturbTC22
[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Amer-Indian-Eskimo,Male,4386,2507,40,Cuba,PerturbTC22
[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Amer-Indian-Eskimo,Female,4386,2507,40,Cuba,PerturbTC22
[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Other,Male,4386,2507,40,Cuba,PerturbTC22
[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Other,Female,4386,2507,40,Cuba,PerturbTC22
[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,White,Male,4386,2507,40,Cuba,PerturbTC22
[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,White,Female,4386,2507,40,Cuba,PerturbTC22
[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Black,Male,4386,1564,35,Cuba,PerturbTC23
[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Black,Female,4386,1564,35,Cuba,PerturbTC23
[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,4386,1564,35,Cuba,PerturbTC23
[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,4386,1564,35,Cuba,OrigionalTC23
[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,4386,1564,35,Cuba,PerturbTC23
[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,4386,1564,35,Cuba,PerturbTC23
[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Other,Male,4386,1564,35,Cuba,PerturbTC23
[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Other,Female,4386,1564,35,Cuba,PerturbTC23
[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,White,Male,4386,1564,35,Cuba,PerturbTC23
[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,White,Female,4386,1564,35,Cuba,PerturbTC23
[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,3820,1587,50,Cuba,PerturbTC24
[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,3820,1587,50,Cuba,PerturbTC24
[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Male,3820,1587,50,Cuba,PerturbTC24
[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Female,3820,1587,50,Cuba,PerturbTC24
[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,3820,1587,50,Cuba,PerturbTC24
[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,3820,1587,50,Cuba,OrigionalTC24
[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Other,Male,3820,1587,50,Cuba,PerturbTC24
[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Other,Female,3820,1587,50,Cuba,PerturbTC24
[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,White,Male,3820,1587,50,Cuba,PerturbTC24
[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,White,Female,3820,1587,50,Cuba,PerturbTC24
[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Black,Male,12099,1816,65,Cuba,OrigionalTC25
[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Black,Female,12099,1816,65,Cuba,PerturbTC25
[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,12099,1816,65,Cuba,PerturbTC25
[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,12099,1816,65,Cuba,PerturbTC25
[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,12099,1816,65,Cuba,PerturbTC25
[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,12099,1816,65,Cuba,PerturbTC25
[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Other,Male,12099,1816,65,Cuba,PerturbTC25
[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Other,Female,12099,1816,65,Cuba,PerturbTC25
[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,White,Male,12099,1816,65,Cuba,PerturbTC25
[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,White,Female,12099,1816,65,Cuba,PerturbTC25
[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Black,Male,3820,1828,31,Cuba,PerturbTC26
[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Black,Female,3820,1828,31,Cuba,PerturbTC26
[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,3820,1828,31,Cuba,PerturbTC26
[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,3820,1828,31,Cuba,PerturbTC26
[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,3820,1828,31,Cuba,PerturbTC26
[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,3820,1828,31,Cuba,OrigionalTC26
[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Other,Male,3820,1828,31,Cuba,PerturbTC26
[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Other,Female,3820,1828,31,Cuba,PerturbTC26
[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,White,Male,3820,1828,31,Cuba,PerturbTC26
[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,White,Female,3820,1828,31,Cuba,PerturbTC26
[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Black,Male,3103,1894,32,Cuba,PerturbTC27
[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Black,Female,3103,1894,32,Cuba,PerturbTC27
[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,3103,1894,32,Cuba,PerturbTC27
[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,3103,1894,32,Cuba,PerturbTC27
[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,3103,1894,32,Cuba,PerturbTC27
[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,3103,1894,32,Cuba,OrigionalTC27
[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Other,Male,3103,1894,32,Cuba,PerturbTC27
[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Other,Female,3103,1894,32,Cuba,PerturbTC27
[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,White,Male,3103,1894,32,Cuba,PerturbTC27
[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,White,Female,3103,1894,32,Cuba,PerturbTC27
[0.9997521638870239],1,37,State-gov,10th,14,Married-spouse-absent,Exec-managerial,Own-child,Black,Male,3820,2008,35,Cuba,PerturbTC28
[0.9997521638870239],1,37,State-gov,10th,14,Married-spouse-absent,Exec-managerial,Own-child,Black,Female,3820,2008,35,Cuba,PerturbTC28
[0.9997521638870239],1,37,State-gov,10th,14,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Male,3820,2008,35,Cuba,PerturbTC28
[0.9997521638870239],1,37,State-gov,10th,14,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Female,3820,2008,35,Cuba,PerturbTC28
[0.9997521638870239],1,37,State-gov,10th,14,Married-spouse-absent,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,3820,2008,35,Cuba,PerturbTC28
[0.9997521638870239],1,37,State-gov,10th,14,Married-spouse-absent,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,3820,2008,35,Cuba,PerturbTC28
[0.9997521638870239],1,37,State-gov,10th,14,Married-spouse-absent,Exec-managerial,Own-child,Other,Male,3820,2008,35,Cuba,OrigionalTC28
[0.9997521638870239],1,37,State-gov,10th,14,Married-spouse-absent,Exec-managerial,Own-child,Other,Female,3820,2008,35,Cuba,PerturbTC28
[0.9997521638870239],1,37,State-gov,10th,14,Married-spouse-absent,Exec-managerial,Own-child,White,Male,3820,2008,35,Cuba,PerturbTC28
[0.9997521638870239],1,37,State-gov,10th,14,Married-spouse-absent,Exec-managerial,Own-child,White,Female,3820,2008,35,Cuba,PerturbTC28
[1.0],1,89,Self-emp-not-inc,Preschool,4,Widowed,Handlers-cleaners,Own-child,Black,Male,12099,2507,42,Cuba,PerturbTC29
[1.0],1,89,Self-emp-not-inc,Preschool,4,Widowed,Handlers-cleaners,Own-child,Black,Female,12099,2507,42,Cuba,PerturbTC29
[1.0],1,89,Self-emp-not-inc,Preschool,4,Widowed,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,12099,2507,42,Cuba,PerturbTC29
[1.0],1,89,Self-emp-not-inc,Preschool,4,Widowed,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,12099,2507,42,Cuba,PerturbTC29
[1.0],1,89,Self-emp-not-inc,Preschool,4,Widowed,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,12099,2507,42,Cuba,OrigionalTC29
[1.0],1,89,Self-emp-not-inc,Preschool,4,Widowed,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Female,12099,2507,42,Cuba,PerturbTC29
[1.0],1,89,Self-emp-not-inc,Preschool,4,Widowed,Handlers-cleaners,Own-child,Other,Male,12099,2507,42,Cuba,PerturbTC29
[1.0],1,89,Self-emp-not-inc,Preschool,4,Widowed,Handlers-cleaners,Own-child,Other,Female,12099,2507,42,Cuba,PerturbTC29
[1.0],1,89,Self-emp-not-inc,Preschool,4,Widowed,Handlers-cleaners,Own-child,White,Male,12099,2507,42,Cuba,PerturbTC29
[1.0],1,89,Self-emp-not-inc,Preschool,4,Widowed,Handlers-cleaners,Own-child,White,Female,12099,2507,42,Cuba,PerturbTC29
[0.999168872833252],1,17,Self-emp-inc,12th,9,Separated,Prof-specialty,Husband,Black,Male,3820,1587,65,Cuba,PerturbTC30
[0.999168872833252],1,17,Self-emp-inc,12th,9,Separated,Prof-specialty,Husband,Black,Female,3820,1587,65,Cuba,PerturbTC30
[0.999168872833252],1,17,Self-emp-inc,12th,9,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Male,3820,1587,65,Cuba,PerturbTC30
[0.999168872833252],1,17,Self-emp-inc,12th,9,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Female,3820,1587,65,Cuba,PerturbTC30
[0.999168872833252],1,17,Self-emp-inc,12th,9,Separated,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,3820,1587,65,Cuba,PerturbTC30
[0.999168872833252],1,17,Self-emp-inc,12th,9,Separated,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,3820,1587,65,Cuba,OrigionalTC30
[0.999168872833252],1,17,Self-emp-inc,12th,9,Separated,Prof-specialty,Husband,Other,Male,3820,1587,65,Cuba,PerturbTC30
[0.999168872833252],1,17,Self-emp-inc,12th,9,Separated,Prof-specialty,Husband,Other,Female,3820,1587,65,Cuba,PerturbTC30
[0.999168872833252],1,17,Self-emp-inc,12th,9,Separated,Prof-specialty,Husband,White,Male,3820,1587,65,Cuba,PerturbTC30
[0.999168872833252],1,17,Self-emp-inc,12th,9,Separated,Prof-specialty,Husband,White,Female,3820,1587,65,Cuba,PerturbTC30
[0.9123895168304443],1,22,Without-pay,1st-4th,1,Married-spouse-absent,Other-service,Wife,Black,Male,3103,1816,40,Cuba,OrigionalTC31
[0.9123895168304443],1,22,Without-pay,1st-4th,1,Married-spouse-absent,Other-service,Wife,Black,Female,3103,1816,40,Cuba,PerturbTC31
[0.9123895168304443],1,22,Without-pay,1st-4th,1,Married-spouse-absent,Other-service,Wife,Asian-Pac-Islander,Male,3103,1816,40,Cuba,PerturbTC31
[0.9123895168304443],1,22,Without-pay,1st-4th,1,Married-spouse-absent,Other-service,Wife,Asian-Pac-Islander,Female,3103,1816,40,Cuba,PerturbTC31
[0.9123895168304443],1,22,Without-pay,1st-4th,1,Married-spouse-absent,Other-service,Wife,Amer-Indian-Eskimo,Male,3103,1816,40,Cuba,PerturbTC31
[0.9123895168304443],1,22,Without-pay,1st-4th,1,Married-spouse-absent,Other-service,Wife,Amer-Indian-Eskimo,Female,3103,1816,40,Cuba,PerturbTC31
[0.9123895168304443],1,22,Without-pay,1st-4th,1,Married-spouse-absent,Other-service,Wife,Other,Male,3103,1816,40,Cuba,PerturbTC31
[0.9123895168304443],1,22,Without-pay,1st-4th,1,Married-spouse-absent,Other-service,Wife,Other,Female,3103,1816,40,Cuba,PerturbTC31
[0.9123895168304443],1,22,Without-pay,1st-4th,1,Married-spouse-absent,Other-service,Wife,White,Male,3103,1816,40,Cuba,PerturbTC31
[0.9123895168304443],1,22,Without-pay,1st-4th,1,Married-spouse-absent,Other-service,Wife,White,Female,3103,1816,40,Cuba,PerturbTC31
[0.9979338645935059],1,27,Local-gov,Bachelors,4,Separated,Sales,Wife,Black,Male,3820,1828,35,Jamaica,PerturbTC32
[0.9979338645935059],1,27,Local-gov,Bachelors,4,Separated,Sales,Wife,Black,Female,3820,1828,35,Jamaica,PerturbTC32
[0.9979338645935059],1,27,Local-gov,Bachelors,4,Separated,Sales,Wife,Asian-Pac-Islander,Male,3820,1828,35,Jamaica,OrigionalTC32
[0.9979338645935059],1,27,Local-gov,Bachelors,4,Separated,Sales,Wife,Asian-Pac-Islander,Female,3820,1828,35,Jamaica,PerturbTC32
[0.9979338645935059],1,27,Local-gov,Bachelors,4,Separated,Sales,Wife,Amer-Indian-Eskimo,Male,3820,1828,35,Jamaica,PerturbTC32
[0.9979338645935059],1,27,Local-gov,Bachelors,4,Separated,Sales,Wife,Amer-Indian-Eskimo,Female,3820,1828,35,Jamaica,PerturbTC32
[0.9979338645935059],1,27,Local-gov,Bachelors,4,Separated,Sales,Wife,Other,Male,3820,1828,35,Jamaica,PerturbTC32
[0.9979338645935059],1,27,Local-gov,Bachelors,4,Separated,Sales,Wife,Other,Female,3820,1828,35,Jamaica,PerturbTC32
[0.9979338645935059],1,27,Local-gov,Bachelors,4,Separated,Sales,Wife,White,Male,3820,1828,35,Jamaica,PerturbTC32
[0.9979338645935059],1,27,Local-gov,Bachelors,4,Separated,Sales,Wife,White,Female,3820,1828,35,Jamaica,PerturbTC32
[0.9938713312149048],1,28,Self-emp-inc,HS-grad,13,Married-AF-spouse,Transport-moving,Other-relative,Black,Male,3103,1894,40,Jamaica,PerturbTC33
