Perturb_ModelPred,Perturb_PredValue,Expected_ModelPred,Expected_PredValue,checkingstatus,duration,history,purpose,amount,savings,employ,installment,others,residence,property,age,otherplans,housing,cards,job,liable,tele,foreign,sex,TC
[0.0005127191543579102],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,23,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[0.0002046823501586914],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,23,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[0.00021308660507202148],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,29,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[8.604308095527813e-05],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,29,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[7.353932687692577e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,52,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[3.1010399652586784e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,52,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[9.855188181973062e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,50,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[4.14004080084851e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,50,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[1.769927257555537e-05],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,46,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[7.378991540463176e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,46,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[8.51318964123493e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,51,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[3.583073976187734e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,51,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[3.6797518987441435e-05],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,41,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[1.5196299500530586e-05],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,41,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[4.259831257513724e-05],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,40,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[1.7558453691890463e-05],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,40,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[9.47331727729761e-07],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,66,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[4.102343496015237e-07],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,66,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[1.528913162474055e-05],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,47,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[6.386283530446235e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,47,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[4.0947629713627975e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,56,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[1.7398608633811818e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,56,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[5.487498583534034e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,54,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[2.3227976271300577e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,54,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[0.000795215368270874],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,20,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[0.00031578540802001953],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,20,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[0.0006870925426483154],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,21,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[0.00027319788932800293],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,21,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[5.7086894230451435e-05],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,38,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[2.3441309167537838e-05],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,38,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[5.274862928672519e-07],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,70,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[2.3016472994186188e-07],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,70,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[1.0966679155899328e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,65,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[4.740022916394082e-07],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,65,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[2.937121621471306e-07],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,74,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[1.2913559999105928e-07],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,74,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[7.068995273584733e-07],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,68,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[3.0728153888048837e-07],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,68,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[2.7458278054837137e-05],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,43,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[1.138259995059343e-05],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,43,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[4.740255917567993e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,55,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[2.0103095721424324e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,55,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[1.2695452369371196e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,64,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[5.476819637806329e-07],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,64,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[2.5371636525051144e-07],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,75,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[1.1176297221027198e-07],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,75,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[0.000920414924621582],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,19,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[0.0003647804260253906],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,19,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[1.7013505839713616e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,62,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[7.311823537747841e-07],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,62,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[2.6394345695734955e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,59,A142,A151,3,A174,2,A192,A202,male,PerturbTC1
[1.1278976899120607e-06],0,[0.00013741850852966309],0,A14,7,A33,A43,2376,A63,A74,3,A102,3,A124,59,A142,A151,3,A174,2,A192,A202,female,PerturbTC1
[0.022699713706970215],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,67,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0016506314277648926],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,67,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.12717729806900024],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,22,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.004164695739746094],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,22,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.05690586566925049],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,49,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0023907721042633057],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,49,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.06807127594947815],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,45,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0025958120822906494],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,45,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.04747864603996277],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,53,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.002201944589614868],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,53,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.10026922821998596],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,35,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0031884610652923584],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,35,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.031475722789764404],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,61,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0018676221370697021],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,61,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.11406415700912476],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,28,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.003681749105453491],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,28,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.12046685814857483],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,25,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0039157867431640625],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,25,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.12266901135444641],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,24,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.003997117280960083],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,24,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.0332278311252594],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,60,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0019064843654632568],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,60,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.10599005222320557],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,32,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.003391176462173462],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,32,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.07116460800170898],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,44,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0026497840881347656],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,44,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.10796016454696655],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,31,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0034616291522979736],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,31,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.059524327516555786],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,48,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.002440422773361206],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,48,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.11829891800880432],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,26,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0038361847400665283],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,26,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.09842398762702942],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,36,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0031235814094543457],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,36,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.088660329580307],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,39,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.002936720848083496],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,39,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.0777440071105957],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,42,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0027610063552856445],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,42,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.1021449863910675],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,34,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0032547414302825928],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,34,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.028235971927642822],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,63,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.001792311668395996],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,63,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.11616474390029907],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,27,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0037581920623779297],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,27,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.10996228456497192],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,30,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.00353357195854187],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,30,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.039066851139068604],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,57,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0020278990268707275],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,57,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.10405182838439941],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,33,A143,A152,4,A171,1,A191,A201,male,OrigionalTC2
[0.0033222436904907227],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,33,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.09660908579826355],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,37,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0030600130558013916],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,37,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.03701868653297424],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,58,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.001986563205718994],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,58,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.1249057948589325],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,23,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.004080057144165039],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,23,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.11199688911437988],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,29,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0036068856716156006],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,29,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.04968613386154175],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,52,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.002247720956802368],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,52,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.05439594388008118],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,50,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.002342134714126587],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,50,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.06510293483734131],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,46,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.002542942762374878],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,46,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.05199068784713745],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,51,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.002294391393661499],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,51,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.08123871684074402],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,41,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0028184056282043457],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,41,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.08487609028816223],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,40,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.002876967191696167],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,40,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.02397531270980835],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,66,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0016849040985107422],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,66,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.06225523352622986],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,47,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.002491176128387451],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,47,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.04122340679168701],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,56,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.002070099115371704],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,56,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.04536446928977966],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,54,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0021570324897766113],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,54,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.1318264603614807],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,20,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.004339307546615601],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,20,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.1294841170310974],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,21,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.004251062870025635],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,21,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.09259650111198425],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,38,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.002997756004333496],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,38,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.019257962703704834],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,70,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0015517473220825195],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,70,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.025320827960968018],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,65,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0017200112342834473],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,65,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.015454024076461792],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,74,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0014290809631347656],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,74,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.021490424871444702],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,68,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0016170144081115723],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,68,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.07438740134239197],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,43,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0027047693729400635],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,43,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.04334026575088501],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,55,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.002113163471221924],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,55,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.026739805936813354],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,64,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.001755833625793457],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,64,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.014624953269958496],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,75,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0013999342918395996],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,75,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.13420450687408447],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,19,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.00442931056022644],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,19,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.029813319444656372],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,62,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0018296241760253906],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,62,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[0.035073935985565186],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,59,A143,A152,4,A171,1,A191,A201,male,PerturbTC2
[0.0019461512565612793],0,[0.10405182838439941],0,A13,9,A30,A43,1478,A64,A71,4,A101,4,A123,59,A143,A152,4,A171,1,A191,A201,female,PerturbTC2
[7.668858437170911e-09],0,[0.00020897388458251953],0,A11,13,A31,A43,14391,A62,A72,1,A103,1,A121,67,A142,A152,1,A173,2,A192,A202,male,PerturbTC3
[0.00015404820442199707],0,[0.00020897388458251953],0,A11,13,A31,A43,14391,A62,A72,1,A103,1,A121,67,A142,A152,1,A173,2,A192,A202,female,PerturbTC3
[2.4563197698057593e-08],0,[0.00020897388458251953],0,A11,13,A31,A43,14391,A62,A72,1,A103,1,A121,22,A142,A152,1,A173,2,A192,A202,male,PerturbTC3
