Perturb_ModelPred,Perturb_PredValue,Expected_ModelPred,Expected_PredValue,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,TC
[0.014890402555465698],0,[0.008608728647232056],0,17,Local-gov,1st-4th,15,Married-AF-spouse,Handlers-cleaners,Own-child,Other,Male,0,115,32,United-States,PerturbTC15
[0.008608728647232056],0,[0.008608728647232056],0,17,Local-gov,1st-4th,15,Married-AF-spouse,Handlers-cleaners,Own-child,Other,Female,0,115,32,United-States,OrigionalTC15
[0.028226763010025024],0,[0.008608728647232056],0,17,Local-gov,1st-4th,15,Married-AF-spouse,Handlers-cleaners,Own-child,White,Male,0,115,32,United-States,PerturbTC15
[0.016412854194641113],0,[0.008608728647232056],0,17,Local-gov,1st-4th,15,Married-AF-spouse,Handlers-cleaners,Own-child,White,Female,0,115,32,United-States,PerturbTC15
[0.9873895645141602],1,[0.9873895645141602],1,24,Without-pay,Bachelors,1,Married-AF-spouse,Prof-specialty,Other-relative,Black,Male,3820,1564,42,Cuba,OrigionalTC16
[0.9782520532608032],1,[0.9873895645141602],1,24,Without-pay,Bachelors,1,Married-AF-spouse,Prof-specialty,Other-relative,Black,Female,3820,1564,42,Cuba,PerturbTC16
[0.9909993410110474],1,[0.9873895645141602],1,24,Without-pay,Bachelors,1,Married-AF-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,3820,1564,42,Cuba,PerturbTC16
[0.9844363331794739],1,[0.9873895645141602],1,24,Without-pay,Bachelors,1,Married-AF-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,3820,1564,42,Cuba,PerturbTC16
[0.9817323088645935],1,[0.9873895645141602],1,24,Without-pay,Bachelors,1,Married-AF-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,3820,1564,42,Cuba,PerturbTC16
[0.9686257243156433],1,[0.9873895645141602],1,24,Without-pay,Bachelors,1,Married-AF-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,3820,1564,42,Cuba,PerturbTC16
[0.9805221557617188],1,[0.9873895645141602],1,24,Without-pay,Bachelors,1,Married-AF-spouse,Prof-specialty,Other-relative,Other,Male,3820,1564,42,Cuba,PerturbTC16
[0.9665769338607788],1,[0.9873895645141602],1,24,Without-pay,Bachelors,1,Married-AF-spouse,Prof-specialty,Other-relative,Other,Female,3820,1564,42,Cuba,PerturbTC16
[0.989768385887146],1,[0.9873895645141602],1,24,Without-pay,Bachelors,1,Married-AF-spouse,Prof-specialty,Other-relative,White,Male,3820,1564,42,Cuba,PerturbTC16
[0.9823238849639893],1,[0.9873895645141602],1,24,Without-pay,Bachelors,1,Married-AF-spouse,Prof-specialty,Other-relative,White,Female,3820,1564,42,Cuba,PerturbTC16
[0.9478790760040283],1,[0.936269998550415],1,27,State-gov,HS-grad,4,Widowed,Other-service,Not-in-family,Black,Male,3103,1587,44,Cuba,PerturbTC17
[0.9126449823379517],1,[0.936269998550415],1,27,State-gov,HS-grad,4,Widowed,Other-service,Not-in-family,Black,Female,3103,1587,44,Cuba,PerturbTC17
[0.9623679518699646],1,[0.936269998550415],1,27,State-gov,HS-grad,4,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Male,3103,1587,44,Cuba,PerturbTC17
[0.936269998550415],1,[0.936269998550415],1,27,State-gov,HS-grad,4,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Female,3103,1587,44,Cuba,OrigionalTC17
[0.9258280396461487],1,[0.936269998550415],1,27,State-gov,HS-grad,4,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,3103,1587,44,Cuba,PerturbTC17
[0.8776119947433472],1,[0.936269998550415],1,27,State-gov,HS-grad,4,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,3103,1587,44,Cuba,PerturbTC17
[0.921211838722229],1,[0.936269998550415],1,27,State-gov,HS-grad,4,Widowed,Other-service,Not-in-family,Other,Male,3103,1587,44,Cuba,PerturbTC17
[0.8704150915145874],1,[0.936269998550415],1,27,State-gov,HS-grad,4,Widowed,Other-service,Not-in-family,Other,Female,3103,1587,44,Cuba,PerturbTC17
[0.9573897123336792],1,[0.936269998550415],1,27,State-gov,HS-grad,4,Widowed,Other-service,Not-in-family,White,Male,3103,1587,44,Cuba,PerturbTC17
[0.928097128868103],1,[0.936269998550415],1,27,State-gov,HS-grad,4,Widowed,Other-service,Not-in-family,White,Female,3103,1587,44,Cuba,PerturbTC17
[0.9998753070831299],1,[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Black,Male,4386,1816,50,Cuba,PerturbTC18
[0.9997830390930176],1,[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Black,Female,4386,1816,50,Cuba,PerturbTC18
[0.9999113082885742],1,[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Asian-Pac-Islander,Male,4386,1816,50,Cuba,PerturbTC18
[0.9998457431793213],1,[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Asian-Pac-Islander,Female,4386,1816,50,Cuba,PerturbTC18
[0.9998184442520142],1,[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Amer-Indian-Eskimo,Male,4386,1816,50,Cuba,PerturbTC18
[0.9996839761734009],1,[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Amer-Indian-Eskimo,Female,4386,1816,50,Cuba,PerturbTC18
[0.9998062252998352],1,[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Other,Male,4386,1816,50,Cuba,PerturbTC18
[0.9996626377105713],1,[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,Other,Female,4386,1816,50,Cuba,OrigionalTC18
[0.99989914894104],1,[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,White,Male,4386,1816,50,Cuba,PerturbTC18
[0.9998244047164917],1,[0.9996626377105713],1,28,Self-emp-not-inc,11th,9,Never-married,Sales,Wife,White,Female,4386,1816,50,Cuba,PerturbTC18
[1.0],1,[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Black,Male,12099,1828,65,Cuba,PerturbTC19
[1.0],1,[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Black,Female,12099,1828,65,Cuba,PerturbTC19
[1.0],1,[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Male,12099,1828,65,Cuba,PerturbTC19
[1.0],1,[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Female,12099,1828,65,Cuba,PerturbTC19
[1.0],1,[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,12099,1828,65,Cuba,OrigionalTC19
[1.0],1,[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,12099,1828,65,Cuba,PerturbTC19
[1.0],1,[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Other,Male,12099,1828,65,Cuba,PerturbTC19
[1.0],1,[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,Other,Female,12099,1828,65,Cuba,PerturbTC19
[1.0],1,[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,White,Male,12099,1828,65,Cuba,PerturbTC19
[1.0],1,[1.0],1,30,Federal-gov,Masters,15,Married-civ-spouse,Transport-moving,Unmarried,White,Female,12099,1828,65,Cuba,PerturbTC19
[0.9933936595916748],1,[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Black,Male,3103,1894,31,Cuba,OrigionalTC20
[0.9875937700271606],1,[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Black,Female,3103,1894,31,Cuba,PerturbTC20
[0.9955597519874573],1,[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Asian-Pac-Islander,Male,3103,1894,31,Cuba,PerturbTC20
[0.9919878840446472],1,[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Asian-Pac-Islander,Female,3103,1894,31,Cuba,PerturbTC20
[0.9909449815750122],1,[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,3103,1894,31,Cuba,PerturbTC20
[0.9835492372512817],1,[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,3103,1894,31,Cuba,PerturbTC20
[0.9903391599655151],1,[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Other,Male,3103,1894,31,Cuba,PerturbTC20
[0.9833028316497803],1,[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,Other,Female,3103,1894,31,Cuba,PerturbTC20
[0.9948036670684814],1,[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,White,Male,3103,1894,31,Cuba,PerturbTC20
[0.9902294874191284],1,[0.9933936595916748],1,37,Local-gov,9th,11,Divorced,Farming-fishing,Husband,White,Female,3103,1894,31,Cuba,PerturbTC20
[1.0],1,[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Black,Male,12099,2008,32,Cuba,PerturbTC21
[1.0],1,[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Black,Female,12099,2008,32,Cuba,PerturbTC21
[1.0],1,[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,12099,2008,32,Cuba,PerturbTC21
[1.0],1,[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,12099,2008,32,Cuba,OrigionalTC21
[1.0],1,[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,12099,2008,32,Cuba,PerturbTC21
[1.0],1,[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,12099,2008,32,Cuba,PerturbTC21
[1.0],1,[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Other,Male,12099,2008,32,Cuba,PerturbTC21
[1.0],1,[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,Other,Female,12099,2008,32,Cuba,PerturbTC21
[1.0],1,[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,White,Male,12099,2008,32,Cuba,PerturbTC21
[1.0],1,[1.0],1,89,Self-emp-inc,Some-college,13,Married-spouse-absent,Machine-op-inspct,Wife,White,Female,12099,2008,32,Cuba,PerturbTC21
[0.9994567632675171],1,[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Black,Male,4386,2507,40,Cuba,OrigionalTC22
[0.9990546703338623],1,[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Black,Female,4386,2507,40,Cuba,PerturbTC22
[0.9996135234832764],1,[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Asian-Pac-Islander,Male,4386,2507,40,Cuba,PerturbTC22
[0.999327540397644],1,[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Asian-Pac-Islander,Female,4386,2507,40,Cuba,PerturbTC22
[0.9992086291313171],1,[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Amer-Indian-Eskimo,Male,4386,2507,40,Cuba,PerturbTC22
[0.998623251914978],1,[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Amer-Indian-Eskimo,Female,4386,2507,40,Cuba,PerturbTC22
[0.9991552233695984],1,[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Other,Male,4386,2507,40,Cuba,PerturbTC22
[0.998530387878418],1,[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,Other,Female,4386,2507,40,Cuba,PerturbTC22
[0.9995602369308472],1,[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,White,Male,4386,2507,40,Cuba,PerturbTC22
[0.9992347359657288],1,[0.9994567632675171],1,17,Private,Assoc-acdm,14,Separated,Tech-support,Own-child,White,Female,4386,2507,40,Cuba,PerturbTC22
[0.9981140494346619],1,[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Black,Male,4386,1564,35,Cuba,PerturbTC23
[0.9967217445373535],1,[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Black,Female,4386,1564,35,Cuba,PerturbTC23
[0.9986580610275269],1,[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,4386,1564,35,Cuba,PerturbTC23
[0.9976664781570435],1,[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,4386,1564,35,Cuba,OrigionalTC23
[0.9972546100616455],1,[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,4386,1564,35,Cuba,PerturbTC23
[0.9952308535575867],1,[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,4386,1564,35,Cuba,PerturbTC23
[0.9970697164535522],1,[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Other,Male,4386,1564,35,Cuba,PerturbTC23
[0.9949102401733398],1,[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,Other,Female,4386,1564,35,Cuba,PerturbTC23
[0.9984729290008545],1,[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,White,Male,4386,1564,35,Cuba,PerturbTC23
[0.9973448514938354],1,[0.9976664781570435],1,22,Self-emp-inc,7th-8th,11,Widowed,Craft-repair,Unmarried,White,Female,4386,1564,35,Cuba,PerturbTC23
[0.9999268054962158],1,[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,3820,1587,50,Cuba,PerturbTC24
[0.999872624874115],1,[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,3820,1587,50,Cuba,PerturbTC24
[0.9999479651451111],1,[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Male,3820,1587,50,Cuba,PerturbTC24
[0.999909520149231],1,[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Female,3820,1587,50,Cuba,PerturbTC24
[0.9998934268951416],1,[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,3820,1587,50,Cuba,PerturbTC24
[0.999814510345459],1,[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,3820,1587,50,Cuba,OrigionalTC24
[0.999886155128479],1,[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Other,Male,3820,1587,50,Cuba,PerturbTC24
[0.9998019933700562],1,[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Other,Female,3820,1587,50,Cuba,PerturbTC24
[0.9999407529830933],1,[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,White,Male,3820,1587,50,Cuba,PerturbTC24
[0.9998968839645386],1,[0.999814510345459],1,24,Self-emp-not-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,White,Female,3820,1587,50,Cuba,PerturbTC24
[1.0],1,[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Black,Male,12099,1816,65,Cuba,OrigionalTC25
[1.0],1,[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Black,Female,12099,1816,65,Cuba,PerturbTC25
[1.0],1,[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,12099,1816,65,Cuba,PerturbTC25
[1.0],1,[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,12099,1816,65,Cuba,PerturbTC25
[1.0],1,[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,12099,1816,65,Cuba,PerturbTC25
[1.0],1,[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,12099,1816,65,Cuba,PerturbTC25
[1.0],1,[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Other,Male,12099,1816,65,Cuba,PerturbTC25
[1.0],1,[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,Other,Female,12099,1816,65,Cuba,PerturbTC25
[1.0],1,[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,White,Male,12099,1816,65,Cuba,PerturbTC25
[1.0],1,[1.0],1,27,Private,Assoc-voc,13,Divorced,Armed-Forces,Other-relative,White,Female,12099,1816,65,Cuba,PerturbTC25
[0.9794939756393433],1,[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Black,Male,3820,1828,31,Cuba,PerturbTC26
[0.9648391008377075],1,[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Black,Female,3820,1828,31,Cuba,PerturbTC26
[0.9853304028511047],1,[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,3820,1828,31,Cuba,PerturbTC26
[0.9747390747070312],1,[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,3820,1828,31,Cuba,PerturbTC26
[0.9704008102416992],1,[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,3820,1828,31,Cuba,PerturbTC26
[0.9495817422866821],1,[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,3820,1828,31,Cuba,OrigionalTC26
[0.9684641361236572],1,[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Other,Male,3820,1828,31,Cuba,PerturbTC26
[0.9463582038879395],1,[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,Other,Female,3820,1828,31,Cuba,PerturbTC26
[0.9833372831344604],1,[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,White,Male,3820,1828,31,Cuba,PerturbTC26
[0.9713484644889832],1,[0.9495817422866821],1,28,Private,Prof-school,1,Widowed,Priv-house-serv,Not-in-family,White,Female,3820,1828,31,Cuba,PerturbTC26
[0.9549132585525513],1,[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Black,Male,3103,1894,32,Cuba,PerturbTC27
[0.9240533709526062],1,[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Black,Female,3103,1894,32,Cuba,PerturbTC27
[0.9675137996673584],1,[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,3103,1894,32,Cuba,PerturbTC27
[0.944779634475708],1,[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,3103,1894,32,Cuba,PerturbTC27
[0.935636043548584],1,[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,3103,1894,32,Cuba,PerturbTC27
[0.893059492111206],1,[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,3103,1894,32,Cuba,OrigionalTC27
[0.9315851926803589],1,[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Other,Male,3103,1894,32,Cuba,PerturbTC27
[0.8866535425186157],1,[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Other,Female,3103,1894,32,Cuba,PerturbTC27
[0.9631901383399963],1,[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,White,Male,3103,1894,32,Cuba,PerturbTC27
[0.9376254081726074],1,[0.893059492111206],1,30,Without-pay,5th-6th,9,Never-married,Adm-clerical,Not-in-family,White,Female,3103,1894,32,Cuba,PerturbTC27
[0.9998406171798706],1,[0.9997521638870239],1,37,State-gov,10th,14,Married-spouse-absent,Exec-managerial,Own-child,Black,Male,3820,2008,35,Cuba,PerturbTC28
[0.9997225403785706],1,[0.9997521638870239],1,37,State-gov,10th,14,Married-spouse-absent,Exec-managerial,Own-child,Black,Female,3820,2008,35,Cuba,PerturbTC28
